codigo_escola,codigo_municipio,sre,municipio,escola,localizacao,dependencia
17021596,1709500,GURUPI,Gurupi,COLEGIO ESTADUAL POSITIVO DE GURUPI,Urbana,Estadual
17021600,1709500,GURUPI,Gurupi,ESCOLA ESTADUAL PRESBITERIANO ARAGUAIA,Urbana,Estadual
17021618,1709500,GURUPI,Gurupi,CRECHE ESPIRITA PRE - ESCOLA MARIA MADALENA,Urbana,Privada
17021634,1709500,GURUPI,Gurupi,CENTRO EDUCACIONAL DE GURUPI,Urbana,Privada
17021685,1709500,GURUPI,Gurupi,CENTRO DE ENSINO MEDIO BOM JESUS,Urbana,Estadual
17021707,1709500,GURUPI,Gurupi,ESCOLA ESTADUAL VALDIR LINS,Urbana,Estadual
17021731,1709500,GURUPI,Gurupi,ESCOLA ESTADUAL HERCILIA CARVALHO DA SILVA,Urbana,Estadual
17021774,1709500,GURUPI,Gurupi,COLEGIO MILITAR DO ESTADO DO TOCANTINS PRESIDENTE COSTA E SILVA,Urbana,Estadual
17021804,1709500,GURUPI,Gurupi,ESCOLA ESTADUAL VILA GUARACY,Urbana,Estadual
17021820,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL ANTONIO DE ALMEIDA VERAS,Urbana,Municipal
17021898,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL DOMINGOS BARREIRA DE AMORIM,Urbana,Municipal
17021901,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA MUNICIPAL DR EUVALDO TOMAZ DE SOUZA,Urbana,Municipal
17021936,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL GILBERTO REZENDE ROCHA FILHO,Urbana,Municipal
17021944,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL PROFESSOR JOEL FERREIRA SOARES,Urbana,Municipal
17021952,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE PEREIRA DA CRUZ,Urbana,Municipal
17021995,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL DE TEMPO INTEGRAL ODAIR LUCIO,Urbana,Municipal
17022002,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL ORLINDO PEREIRA DA MOTA,Urbana,Municipal
17022053,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL ANTONIO LINO DE SOUSA,Urbana,Municipal
17022070,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL DE TEMPO INTEGRAL BENEVENUTO ALVES MOREIRA,Rural,Municipal
17022088,1709500,GURUPI,Gurupi,ESCOLA MUNICIPAL VILA NOVA,Urbana,Municipal
17022142,1711506,GURUPI,Jaú do Tocantins,ESCOLA MUNICIPAL ANIZIO BRAGA,Rural,Municipal
17022177,1711506,GURUPI,Jaú do Tocantins,COLEGIO MUNICIPAL PEDRO LUIZ BONFIM,Urbana,Municipal
17022185,1711506,GURUPI,Jaú do Tocantins,ESCOLA MUNICIPAL LOURENCO BORGES,Rural,Municipal
17022312,1715754,GURUPI,Palmeirópolis,COLEGIO MILITAR DO ESTADO DO TOCANTINS - PROFESSORA MARIA GUEDES,Urbana,Estadual
17022320,1715754,GURUPI,Palmeirópolis,COLEGIO ESTADUAL PROFESSORA ONEIDES ROSA DE MOURA,Urbana,Estadual
17022339,1715754,GURUPI,Palmeirópolis,ESCOLA DE TECELAGEM ARTISTICA NOSSA SENHORA AUXILIADORA,Rural,Privada
17022436,1715754,GURUPI,Palmeirópolis,ESCOLA MUNICIPAL VILA BOM TEMPO,Urbana,Municipal
17022533,1715754,GURUPI,Palmeirópolis,ESCOLA MUNICIPAL ELDA SILVA BARROS,Urbana,Municipal
17022819,1716604,GURUPI,Peixe,COLEGIO ESTADUAL DOM ALANO,Urbana,Estadual
17022835,1716604,GURUPI,Peixe,ESCOLA MUNICIPAL JUSCELINO KUBITSCHEK DE OLIVEIRA,Urbana,Municipal
17022860,1716604,GURUPI,Peixe,ESCOLA ESTADUAL TANCREDO DE ALMEIDA NEVES,Urbana,Estadual
17022908,1720978,GURUPI,Talismã,ESCOLA MUNICIPAL MARIA RODRIGUES DOS SANTOS,Urbana,Municipal
17022983,1716604,GURUPI,Peixe,ESCOLA MUNICIPAL HERCULANO DE QUEIROZ,Rural,Municipal
17023092,1716604,GURUPI,Peixe,ESCOLA MUNICIPAL RUI SILVA,Rural,Municipal
17023181,1720259,GURUPI,São Salvador do Tocantins,COLEGIO AGRICOLA DOM BOSCO,Urbana,Privada
17023300,1720259,GURUPI,São Salvador do Tocantins,ESCOLA MUNICIPAL BRASIL PARA TODOS,Urbana,Municipal
17023319,1720853,GURUPI,Sucupira,ESCOLA ESTADUAL PROFESSORA DIVA GOMES DA SILVEIRA COSTA,Urbana,Estadual
17023343,1720853,GURUPI,Sucupira,ESCOLA MUNICIPAL MACHADO DE ASSIS,Urbana,Municipal
17023394,1701101,PALMAS,Aparecida do Rio Negro,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL MEIRA MATOS,Urbana,Estadual
17023530,1703305,PEDRO AFONSO,Bom Jesus do Tocantins,ESCOLA ESTADUAL ALFREDO NASSER,Urbana,Estadual
17023696,1703305,PEDRO AFONSO,Bom Jesus do Tocantins,ESCOLA MUNICIPAL MARIA LIMA BARBOSA GUARDA LUPE,Urbana,Municipal
17023793,1703305,PEDRO AFONSO,Bom Jesus do Tocantins,ESCOLA MUNICIPAL SANTA LUZIA,Rural,Municipal
17023840,1712009,PALMAS,Lajeado,CENTRO EDUCACIONAL INFANTIL DONA ANTONIA SALES MONTEIRO,Urbana,Municipal
17023858,1712009,PALMAS,Lajeado,COLEGIO ESTADUAL NOSSA SENHORA DA PROVIDENCIA,Urbana,Estadual
17023939,1713601,PORTO NACIONAL,Monte do Carmo,COLEGIO ESTADUAL PADRE GAMA,Urbana,Estadual
17023955,1713601,PORTO NACIONAL,Monte do Carmo,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL MESTRA BELA,Urbana,Estadual
17023980,1713601,PORTO NACIONAL,Monte do Carmo,ESC MUL DURVAL SILVA,Urbana,Municipal
17024226,1713601,PORTO NACIONAL,Monte do Carmo,ESC MUL MC-4,Rural,Municipal
17024285,1713601,PORTO NACIONAL,Monte do Carmo,CMEI VO MAE -QUINHA,Urbana,Municipal
17024307,1716505,PEDRO AFONSO,Pedro Afonso,COLEGIO ESTADUAL CRISTO REI,Urbana,Estadual
17024323,1716505,PEDRO AFONSO,Pedro Afonso,ESCOLA ESTADUAL ANA AMORIM,Urbana,Estadual
17024358,1716505,PEDRO AFONSO,Pedro Afonso,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL DE ANAJANOPOLIS,Rural,Estadual
17024374,1716505,PEDRO AFONSO,Pedro Afonso,CENTRO MUNICIPAL DE EDUCACAO INFANTIL-CEMEI MAE HELENA,Urbana,Municipal
17024390,1716505,PEDRO AFONSO,Pedro Afonso,ESCOLA MUNICIPAL BOA ESPERANCA,Rural,Municipal
17024781,1716505,PEDRO AFONSO,Pedro Afonso,ESCOLA MUNICIPAL JANDEVAM,Urbana,Municipal
17024790,1718204,PORTO NACIONAL,Porto Nacional,CEM PROFESSOR FLORENCIO AIRES,Urbana,Estadual
17024846,1718204,PORTO NACIONAL,Porto Nacional,COLEGIO SAGRADO CORACAO DE JESUS,Urbana,Privada
17024854,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA ESTADUAL DE 1º GRAU ALFREDO NASSER,Rural,Estadual
17024862,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA ESTADUAL ANA MACEDO MAIA,Urbana,Estadual
17024870,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA ESTADUAL CARMENIA MATOS MAIA,Urbana,Estadual
17024889,1718204,PORTO NACIONAL,Porto Nacional,COLEGIO MILITAR DO ESTADO DO TOCANTINS - CUSTODIA DA SILVA PEDREIRA,Urbana,Estadual
17024897,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA ESTADUAL DOM DOMINGOS CARREROT,Urbana,Estadual
17024919,1718204,PORTO NACIONAL,Porto Nacional,COLEGIO ESTADUAL DR PEDRO LUDOVICO TEIXEIRA,Urbana,Estadual
17024935,1709807,PORTO NACIONAL,Ipueiras,ESCOLA ESTADUAL ANA DE SOUZA PAIVA,Urbana,Estadual
17024951,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL IRMA ASPASIA,Urbana,Estadual
17024960,1718204,PORTO NACIONAL,Porto Nacional,COLEGIO ESTADUAL MARECHAL ARTUR DA COSTA E SILVA,Urbana,Estadual
17025010,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA ESTADUAL PROFESSORA ALCIDES RODRIGUES AIRES,Urbana,Estadual
17025052,1718204,PORTO NACIONAL,Porto Nacional,COLEGIO ESTADUAL ANGELICA RIBEIRO ARANHA,Urbana,Estadual
17025060,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA MUNICIPAL ANTONIO BENEDITO BORGES,Rural,Municipal
17025117,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA ESTADUAL BRASIL,Rural,Estadual
17025125,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA MUNICIPAL CELSO ALVES MOURAO,Urbana,Municipal
17025176,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA MUNICIPAL EULINA BRAGA,Rural,Municipal
17025184,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA MUNICIPAL FAUSTINO DIAS DOS SANTOS,Rural,Municipal
17025206,1718204,PORTO NACIONAL,Porto Nacional,CENTRO DE ENSINO MEDIO FELIX CAMOA I,Urbana,Estadual
17025346,1709807,PORTO NACIONAL,Ipueiras,ESC MUL MARIA ANGELICA MARTINS DE SOUSA,Rural,Municipal
17025583,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA CAMINHO CERTO EIRELI-ME,Urbana,Privada
17025605,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA MUNICIPAL DIVINO ESPIRITO SANTO,Urbana,Municipal
17025613,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA MUNICIPAL DELZA DA PAIXAO PEREIRA,Urbana,Municipal
17025621,1718881,PEDRO AFONSO,Santa Maria do Tocantins,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL SANTA MARIA,Urbana,Estadual
17025885,1720655,PORTO NACIONAL,Silvanópolis,COLEGIO ESTADUAL JOAO DA SILVA GUIMARAES,Urbana,Estadual
17025915,1720655,PORTO NACIONAL,Silvanópolis,ESCOLA MUNICIPAL RURAL DIRCEU BONANCIM,Rural,Municipal
17025923,1720655,PORTO NACIONAL,Silvanópolis,ESC EST GIRASSOL DE TEMPO INTEGRAL JOAO PIRES QUERIDO,Urbana,Estadual
17026156,1721000,PALMAS,Palmas,COLEGIO ULBRA PALMAS,Urbana,Privada
17026164,1721000,PALMAS,Palmas,COLEGIO MILITAR DO ESTADO DO TOCANTINS - SENADOR ANTONIO LUIZ MAYA,Urbana,Estadual
17026172,1721000,PALMAS,Palmas,CENTRO DE ENSINO MEDIO SANTA RITA DE CASSIA,Urbana,Estadual
17026180,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL CRISPIM PEREIRA ALENCAR,Urbana,Municipal
17026199,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL THIAGO BARBOSA,Urbana,Municipal
17026229,1721000,PALMAS,Palmas,CENTRO DE ENSINO MEDIO TIRADENTES,Urbana,Estadual
17026237,1721000,PALMAS,Palmas,COLEGIO DOM BOSCO ORIGINAL,Urbana,Privada
17026245,1718204,PORTO NACIONAL,Porto Nacional,ESCOLA ESTADUAL BEIRA RIO,Rural,Estadual
17026253,1721000,PALMAS,Palmas,COLEGIO ESTADUAL CRIANCA ESPERANCA,Urbana,Estadual
17026261,1721000,PALMAS,Palmas,ESCOLA ESTADUAL VILA UNIAO,Urbana,Estadual
17026270,1721000,PALMAS,Palmas,COLEGIO ESTADUAL DOM ALANO MARIE DU NODAY,Urbana,Estadual
17026288,1721000,PALMAS,Palmas,COLEGIO ESTADUAL DUQUE DE CAXIAS,Urbana,Estadual
17026296,1721000,PALMAS,Palmas,ESCOLA ESTADUAL FREDERICO JOSE PEDREIRA NETO,Urbana,Estadual
17026300,1721000,PALMAS,Palmas,ESCOLA ESTADUAL LIBERDADE,Urbana,Estadual
17026334,1721000,PALMAS,Palmas,ESCOLA ESTADUAL NOVO HORIZONTE,Urbana,Estadual
17026342,1721000,PALMAS,Palmas,ESCOLA ESTADUAL MARCIA BARBOSA CASTRO,Urbana,Estadual
17026350,1721000,PALMAS,Palmas,COLEGIO ESTADUAL SAO JOSE,Urbana,Estadual
17026369,1721000,PALMAS,Palmas,ESCOLA ESTADUAL SETOR SUL,Urbana,Estadual
17026377,1721000,PALMAS,Palmas,ESCOLA ESTADUAL VALE DO SOL,Urbana,Estadual
17026423,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DE TEMPO INTEGRAL APRIGIO THOMAZ DE MATOS,Rural,Municipal
17026440,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL BENEDITA GALVAO,Urbana,Municipal
17026458,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA SUELI PEREIRA DE ALMEIDA RECHE,Rural,Municipal
17026512,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL LUIZ GONZAGA,Urbana,Municipal
17026520,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL PROF ROSEMIR FERNANDES DE SOUSA,Urbana,Municipal
17026539,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DARCY RIBEIRO,Urbana,Municipal
17026547,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DANIEL BATISTA,Urbana,Municipal
17026563,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL ESTEVAO CASTRO,Urbana,Municipal
17026610,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,Urbana,Municipal
17026628,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOAO BELTRAO,Rural,Municipal
17026652,1712009,PALMAS,Lajeado,ESC MUL JUSCELINO KUBITSCHEK,Rural,Municipal
17026660,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DE TEMPO INTEGRAL VINICIUS DE MORAES,Urbana,Municipal
17026679,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DE TEMPO INTEGRAL LUIZ NUNES DE OLIVEIRA,Rural,Municipal
17026687,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARCOS FREIRE,Rural,Municipal
17026792,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL PR PAULO LEIVAS MACALAO,Urbana,Municipal
17026873,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL OLGA BENARIO,Urbana,Municipal
17026890,1721000,PALMAS,Palmas,ESCOLA MUNICIPAL DE TEMPO INTEGRAL LUIZ RODRIGUES MONTEIRO,Urbana,Municipal
17026920,1721109,MIRACEMA DO TOCANTINS,Tocantínia,COLEGIO ESTADUAL BATISTA PROFESSORA BEATRIZ RODRIGUES DA SILVA,Urbana,Estadual
17026946,1721109,MIRACEMA DO TOCANTINS,Tocantínia,CENTRO EDUCACIONAL GIRASSOL DE TEMPO INTEGRAL FE E ALEGRIA FREI ANTONIO,Urbana,Estadual
17026962,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA SINA,Rural,Estadual
17027004,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESC INDIGENA SREWASA,Rural,Estadual
17027012,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA KUMNKAWE,Rural,Estadual
17027020,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA KAREHU,Rural,Estadual
17027039,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA KASUWAMRI - ALDEIA NOVA,Rural,Estadual
17027055,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA MUNICIPAL ANA ALVES DE BRITO,Rural,Municipal
17027063,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA WAZASE,Rural,Estadual
17027071,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESC INDIGENA WAKUKE,Rural,Estadual
17027110,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA SUZAWRE,Rural,Estadual
17027217,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA KWATEPO,Rural,Estadual
17027225,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA DBATOPRE,Rural,Estadual
17027233,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA SREMTOWE,Rural,Estadual
17027241,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA SAKRUIWE,Rural,Estadual
17027268,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA WAIKARNASE,Rural,Estadual
17027330,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA SKRAWE,Rural,Estadual
17027420,1721109,MIRACEMA DO TOCANTINS,Tocantínia,ESCOLA INDIGENA WAIKAZATE,Rural,Estadual
17027519,1703842,ARAGUAINA,Campos Lindos,ESC MUL BOM JESUS,Rural,Municipal
17027535,1703842,ARAGUAINA,Campos Lindos,ESC MUL DUARTE ARAUJO,Rural,Municipal
17027608,1703842,ARAGUAINA,Campos Lindos,ESCOLA ESTADUAL MANOEL ALVES GRANDE,Urbana,Estadual
17027667,1703842,ARAGUAINA,Campos Lindos,ESC MUL JOSE RAMOS DE SOUSA,Rural,Municipal
17027675,1703842,ARAGUAINA,Campos Lindos,ESCOLA MUNICIPAL SANTA LUZ,Rural,Municipal
17027691,1703842,ARAGUAINA,Campos Lindos,ESC MUL ARCANJO SOARES,Rural,Municipal
17027705,1704105,PEDRO AFONSO,Centenário,COLEGIO ESTADUAL OTONIEL CAVALCANTE DE JESUS,Urbana,Estadual
17027853,1704105,PEDRO AFONSO,Centenário,ESCOLA MUNICIPAL GUSTAVO COSTA,Urbana,Municipal
17027993,1709005,ARAGUAINA,Goiatins,COLEGIO ESTADUAL ADA DE ASSIS TEIXEIRA,Urbana,Estadual
17028000,1703073,ARAGUAINA,Barra do Ouro,ESCOLA ESTADUAL PROFESSOR VICENTE JOSE VIEIRA,Urbana,Estadual
17028027,1703073,ARAGUAINA,Barra do Ouro,ESCOLA ESTADUAL BREJAO,Rural,Estadual
17028221,1709005,ARAGUAINA,Goiatins,ESC MUL HONORATO JOSE DA CRUZ,Rural,Municipal
17028230,1703073,ARAGUAINA,Barra do Ouro,ESCOLA MUNICIPAL NEMESIO MENDES DE MIRANDA,Rural,Municipal
17028361,1709005,ARAGUAINA,Goiatins,ESC MUL PROF ALFREDO NASSER,Urbana,Municipal
17028396,1709005,ARAGUAINA,Goiatins,ESCOLA MUNICIPAL JOAO LEMES DUARTE,Rural,Municipal
17028493,1709005,ARAGUAINA,Goiatins,ESCOLA INDIGENA CROKROC,Rural,Estadual
17028507,1709005,ARAGUAINA,Goiatins,ESCOLA ESTADUAL INDIGENA TARO HACRO,Rural,Estadual
17028515,1709005,ARAGUAINA,Goiatins,ESCOLA INDIGENA TXUALET,Rural,Estadual
17028582,1709005,ARAGUAINA,Goiatins,ESC MUL GREGORIO DE ASSIS,Rural,Municipal
17028612,1709005,ARAGUAINA,Goiatins,ESCOLA MUNICIPAL PEDRO BENTO DA LUZ,Rural,Municipal
17028736,1709005,ARAGUAINA,Goiatins,ESC MUL JOSE DE CARVALHO,Rural,Municipal
17028744,1709005,ARAGUAINA,Goiatins,ESC MUL MAURICIO DE ANDRADE,Rural,Municipal
17028795,1710508,PEDRO AFONSO,Itacajá,COLEGIO ESTADUAL DE ITACAJA,Urbana,Estadual
17028809,1710508,PEDRO AFONSO,Itacajá,ESCOLA ESTADUAL ALMEIDA SARDINHA,Urbana,Estadual
17028914,1710508,PEDRO AFONSO,Itacajá,ESCOLA MUNICIPAL ANTONIO VALENTIM,Rural,Municipal
17028957,1710508,PEDRO AFONSO,Itacajá,ESCOLA MUNICIPAL MARIA EVILY CHAVES DA SILVA,Rural,Municipal
17029074,1710508,PEDRO AFONSO,Itacajá,ESCOLA MUNICIPAL CANTINHO,Rural,Municipal
17029198,1710508,PEDRO AFONSO,Itacajá,ESCOLA MUNICIPAL TANCREDO NEVES,Urbana,Municipal
17029341,1709005,ARAGUAINA,Goiatins,ESCOLA INDIGENA 19 DE ABRIL,Rural,Estadual
17029368,1710508,PEDRO AFONSO,Itacajá,ESCOLA ESTADUAL INDIGENA FORNO VELHO,Rural,Estadual
17029376,1710508,PEDRO AFONSO,Itacajá,ESCOLA ESTADUAL INDIGENA MORRO DO BOI,Rural,Estadual
17029384,1710508,PEDRO AFONSO,Itacajá,ESCOLA ESTADUAL INDIGENA SANTA CRUZ,Rural,Estadual
17029392,1710904,COLINAS DO TOCANTINS,Itapiratins,ESCOLA MUNICIPAL PRE-ESCOLA SOSSEGO DA MAMAE,Urbana,Municipal
17029449,1710904,COLINAS DO TOCANTINS,Itapiratins,ESCOLA ESTADUAL REZENDE DE ALMEIDA,Urbana,Estadual
17029732,1710904,COLINAS DO TOCANTINS,Itapiratins,ESCOLA MUNICIPAL PROFESSOR HERMES DA SILVA PIRES,Urbana,Municipal
17029864,1711951,PALMAS,Lagoa do Tocantins,ESCOLA ESTADUAL SALMON DO AMARAL BRITO,Urbana,Estadual
17029872,1712405,MIRACEMA DO TOCANTINS,Lizarda,COLEGIO ESTADUAL 31 DE MARCO,Urbana,Estadual
17030234,1712405,MIRACEMA DO TOCANTINS,Lizarda,ESC MUL SANTA LUZIA,Rural,Municipal
17030404,1712405,MIRACEMA DO TOCANTINS,Lizarda,ESCOLA MUNICIPAL IMACULADA CONCEICAO,Urbana,Municipal
17030412,1712702,PALMAS,Mateiros,ESCOLA ESTADUAL ESTEFANIO TELES DAS CHAGAS,Urbana,Estadual
17030439,1712702,PALMAS,Mateiros,ESCOLA MUNICIPAL BOA ESPERANCA,Rural,Municipal
17030455,1712702,PALMAS,Mateiros,ESCOLA MUNICIPAL DONA ISABEL BARREIRA DE OLIVEIRA,Rural,Municipal
17030463,1712702,PALMAS,Mateiros,ESCOLA MUNICIPAL GALHAO,Rural,Municipal
17030528,1715101,PALMAS,Novo Acordo,COLEGIO ESTADUAL PROFESSORA ELIACENA MOURA LEITAO,Urbana,Estadual
17030773,1715101,PALMAS,Novo Acordo,ESCOLA MUNICIPAL SAO RAIMUNDO I,Rural,Municipal
17030811,1717909,PORTO NACIONAL,Ponte Alta do Tocantins,COLEGIO ESTADUAL ODOLFO SOARES,Urbana,Estadual
17030838,1717909,PORTO NACIONAL,Ponte Alta do Tocantins,ESCOLA ESTADUAL ALCIDES RUFO,Urbana,Estadual
17031150,1717909,PORTO NACIONAL,Ponte Alta do Tocantins,CENTRO MUL DE EDUCACAO INFANTIL RECANTO DO SABER,Urbana,Municipal
17031176,1718501,PEDRO AFONSO,Recursolândia,ESCOLA REUNIDA RECURSO,Urbana,Estadual
17031257,1718501,PEDRO AFONSO,Recursolândia,ESCOLA MUNICIPAL PROFESSOR SALOMAO FONSECA,Rural,Municipal
17031362,1718501,PEDRO AFONSO,Recursolândia,ESCOLA MUNICIPAL TABOCAL,Rural,Municipal
17031540,1718758,PALMAS,Rio Sono,COLEGIO ESTADUAL RIO SONO PROFESSORA ALDENY DE CASTRO ALEXANDRE,Urbana,Estadual
17031559,1718758,PALMAS,Rio Sono,ESCOLA MUNICIPAL CASTRO ALVES,Rural,Municipal
17031567,1718758,PALMAS,Rio Sono,ESCOLA ESTADUAL IMACULADA CONCEICAO,Rural,Estadual
17031656,1718758,PALMAS,Rio Sono,ESCOLA MUNICIPAL BERNARDO GUIMARAES,Rural,Municipal
17031702,1718758,PALMAS,Rio Sono,ESCOLA MUNICIPAL CRISTO REI,Rural,Municipal
17031818,1718758,PALMAS,Rio Sono,ESCOLA MUNICIPAL PROFESSOR SIMAO CERQUEIRA SALES,Rural,Municipal
17031940,1718758,PALMAS,Rio Sono,ESCOLA MUNICIPAL TOMAS DE AQUINO,Urbana,Municipal
17031982,1718758,PALMAS,Rio Sono,ESCOLA MUNICIPAL PRE-ESCOLAR OS AMIGUINHOS,Urbana,Municipal
17031990,1719004,PALMAS,Santa Tereza do Tocantins,COLEGIO ESTADUAL PROFESSOR MANOEL SILVERIO DOURADO,Urbana,Estadual
17032024,1719004,PALMAS,Santa Tereza do Tocantins,ESCOLA MUNICIPAL HORACIO JOSE RODRIGUES,Rural,Municipal
17032091,1720150,PALMAS,São Félix do Tocantins,ESCOLA ESTADUAL SAGRADO CORACAO DE JESUS,Urbana,Estadual
17032172,1720150,PALMAS,São Félix do Tocantins,ESCOLA MUNICIPAL FELIX PEREIRA ROCHA,Rural,Municipal
17032202,1720150,PALMAS,São Félix do Tocantins,ESCOLA MUNICIPAL MIGUEL RODRIGUES DE SOUSA,Rural,Municipal
17032210,1720150,PALMAS,São Félix do Tocantins,ESCOLA MUNICIPAL CANTINHO DO CEU,Urbana,Municipal
17032229,1700400,DIANOPOLIS,Almas,COLEGIO ESTADUAL DR ABNER ARAUJO PACINI,Urbana,Estadual
17032245,1700400,DIANOPOLIS,Almas,ESCOLA MUNICIPAL ARY PEREIRA BORGES,Urbana,Municipal
17032270,1700400,DIANOPOLIS,Almas,ESCOLA ESTADUAL DEOCLIDES MUNIZ,Urbana,Estadual
17032504,1700400,DIANOPOLIS,Almas,ESCOLA MUNICIPAL RURAL MANOEL FERNANDES DA SILVA,Rural,Municipal
17032695,1702406,ARRAIAS,Arraias,COLEGIO ESTADUAL PROFESSORA JOANA BATISTA CORDEIRO,Urbana,Estadual
17032717,1702406,ARRAIAS,Arraias,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL AGRICOLA DAVID AIRES FRANCA,Rural,Estadual
17032750,1702406,ARRAIAS,Arraias,ESCOLA ESTADUAL BRIGADEIRO FELIPE,Urbana,Estadual
17032784,1702406,ARRAIAS,Arraias,ESCOLA ESTADUAL PROFESSORA ZULMIRA MAGALHAES,Rural,Estadual
17032814,1702406,ARRAIAS,Arraias,COLEGIO MILITAR DO ESTADO DO TOCANTINS JACY ALVES DE BARROS,Urbana,Estadual
17032849,1702406,ARRAIAS,Arraias,ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO,Rural,Municipal
17032865,1702406,ARRAIAS,Arraias,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL APOENAN DE ABREU TEIXEIRA,Urbana,Municipal
17032873,1702406,ARRAIAS,Arraias,ESCOLA ESTADUAL SILVA DOURADO,Urbana,Estadual
17032962,1702406,ARRAIAS,Arraias,CENTRO MUNICIPAL DE EDUCACAO INFANTIL IRMA LUCILIA,Urbana,Municipal
17033039,1702406,ARRAIAS,Arraias,ESCOLA MUNICIPAL GREGORIO BARRETO E MELO,Rural,Municipal
17033055,1702406,ARRAIAS,Arraias,CENTRO MUNICIPAL DE EDUCACAO BASICA IA IA CIRIACA,Rural,Municipal
17033098,1702406,ARRAIAS,Arraias,ESCOLA MUNICIPAL MADRE GABRIELA,Rural,Municipal
17033195,1702406,ARRAIAS,Arraias,ESCOLA MUNICIPAL LAZARO FERREIRA,Rural,Municipal
17033276,1702703,ARRAIAS,Aurora do Tocantins,COLEGIO ESTADUAL PROFESSORA RANULFA,Urbana,Estadual
17033284,1702703,ARRAIAS,Aurora do Tocantins,ESCOLA ESTADUAL DONA INES,Urbana,Estadual
17033292,1712157,ARRAIAS,Lavandeira,COLEGIO ESTADUAL LAVANDEIRA,Urbana,Estadual
